entity_id;entity_type;time_index;fiware_servicepath;__original_ngsi_entity__;i40assetname;i40physicalmodeltype;currcycletime;drawer1status;drawer2status;orderid;restservicelife;robotrunning;robotspeed
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848647477 (2023-02-08T09:30:47.477Z);/demo;NULL;Robot1;Workstation;3;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848649493 (2023-02-08T09:30:49.493Z);/demo;NULL;Robot1;Workstation;3;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848650507 (2023-02-08T09:30:50.507Z);/demo;NULL;Robot1;Workstation;3;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848650522 (2023-02-08T09:30:50.522Z);/demo;NULL;Robot1;Workstation;3;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848652537 (2023-02-08T09:30:52.537Z);/demo;NULL;Robot1;Workstation;3;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848657553 (2023-02-08T09:30:57.553Z);/demo;NULL;Robot1;Workstation;7;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848657631 (2023-02-08T09:30:57.631Z);/demo;NULL;Robot1;Workstation;7;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848659658 (2023-02-08T09:30:59.658Z);/demo;NULL;Robot1;Workstation;7;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848661676 (2023-02-08T09:31:01.676Z);/demo;NULL;Robot1;Workstation;4;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848661706 (2023-02-08T09:31:01.706Z);/demo;NULL;Robot1;Workstation;4;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848663729 (2023-02-08T09:31:03.729Z);/demo;NULL;Robot1;Workstation;4;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848665750 (2023-02-08T09:31:05.750Z);/demo;NULL;Robot1;Workstation;4;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848665868 (2023-02-08T09:31:05.868Z);/demo;NULL;Robot1;Workstation;4;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848666898 (2023-02-08T09:31:06.898Z);/demo;NULL;Robot1;Workstation;4;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848668916 (2023-02-08T09:31:08.916Z);/demo;NULL;Robot1;Workstation;3;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848668946 (2023-02-08T09:31:08.946Z);/demo;NULL;Robot1;Workstation;3;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848669968 (2023-02-08T09:31:09.968Z);/demo;NULL;Robot1;Workstation;3;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848672991 (2023-02-08T09:31:12.991Z);/demo;NULL;Robot1;Workstation;4;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848673107 (2023-02-08T09:31:13.107Z);/demo;NULL;Robot1;Workstation;4;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848673137 (2023-02-08T09:31:13.137Z);/demo;NULL;Robot1;Workstation;4;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848676168 (2023-02-08T09:31:16.168Z);/demo;NULL;Robot1;Workstation;3;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848676187 (2023-02-08T09:31:16.187Z);/demo;NULL;Robot1;Workstation;3;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848676210 (2023-02-08T09:31:16.210Z);/demo;NULL;Robot1;Workstation;3;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848681229 (2023-02-08T09:31:21.229Z);/demo;NULL;Robot1;Workstation;5;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848681271 (2023-02-08T09:31:21.271Z);/demo;NULL;Robot1;Workstation;5;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848682284 (2023-02-08T09:31:22.284Z);/demo;NULL;Robot1;Workstation;5;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848683299 (2023-02-08T09:31:23.299Z);/demo;NULL;Robot1;Workstation;2;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848683383 (2023-02-08T09:31:23.383Z);/demo;NULL;Robot1;Workstation;2;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848684398 (2023-02-08T09:31:24.398Z);/demo;NULL;Robot1;Workstation;2;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848689410 (2023-02-08T09:31:29.410Z);/demo;NULL;Robot1;Workstation;6;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848689441 (2023-02-08T09:31:29.441Z);/demo;NULL;Robot1;Workstation;6;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848691460 (2023-02-08T09:31:31.460Z);/demo;NULL;Robot1;Workstation;6;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848695479 (2023-02-08T09:31:35.479Z);/demo;NULL;Robot1;Workstation;6;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848695533 (2023-02-08T09:31:35.533Z);/demo;NULL;Robot1;Workstation;6;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848697547 (2023-02-08T09:31:37.547Z);/demo;NULL;Robot1;Workstation;6;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848698559 (2023-02-08T09:31:38.559Z);/demo;NULL;Robot1;Workstation;3;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848698591 (2023-02-08T09:31:38.591Z);/demo;NULL;Robot1;Workstation;3;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848698606 (2023-02-08T09:31:38.606Z);/demo;NULL;Robot1;Workstation;3;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848703620 (2023-02-08T09:31:43.620Z);/demo;NULL;Robot1;Workstation;5;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848703631 (2023-02-08T09:31:43.631Z);/demo;NULL;Robot1;Workstation;5;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848703642 (2023-02-08T09:31:43.642Z);/demo;NULL;Robot1;Workstation;5;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848708657 (2023-02-08T09:31:48.657Z);/demo;NULL;Robot1;Workstation;5;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848708691 (2023-02-08T09:31:48.691Z);/demo;NULL;Robot1;Workstation;5;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848709702 (2023-02-08T09:31:49.702Z);/demo;NULL;Robot1;Workstation;5;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848714714 (2023-02-08T09:31:54.714Z);/demo;NULL;Robot1;Workstation;6;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848714725 (2023-02-08T09:31:54.725Z);/demo;NULL;Robot1;Workstation;6;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848715739 (2023-02-08T09:31:55.739Z);/demo;NULL;Robot1;Workstation;6;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848717753 (2023-02-08T09:31:57.753Z);/demo;NULL;Robot1;Workstation;3;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848717815 (2023-02-08T09:31:57.815Z);/demo;NULL;Robot1;Workstation;3;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848718832 (2023-02-08T09:31:58.832Z);/demo;NULL;Robot1;Workstation;3;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848721850 (2023-02-08T09:32:01.850Z);/demo;NULL;Robot1;Workstation;4;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848721878 (2023-02-08T09:32:01.878Z);/demo;NULL;Robot1;Workstation;4;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848722910 (2023-02-08T09:32:02.910Z);/demo;NULL;Robot1;Workstation;4;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848724933 (2023-02-08T09:32:04.933Z);/demo;NULL;Robot1;Workstation;3;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848724968 (2023-02-08T09:32:04.968Z);/demo;NULL;Robot1;Workstation;3;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848726982 (2023-02-08T09:32:06.982Z);/demo;NULL;Robot1;Workstation;3;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848726994 (2023-02-08T09:32:06.994Z);/demo;NULL;Robot1;Workstation;2;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848727009 (2023-02-08T09:32:07.009Z);/demo;NULL;Robot1;Workstation;2;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848729022 (2023-02-08T09:32:09.022Z);/demo;NULL;Robot1;Workstation;2;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848733037 (2023-02-08T09:32:13.037Z);/demo;NULL;Robot1;Workstation;6;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848733068 (2023-02-08T09:32:13.068Z);/demo;NULL;Robot1;Workstation;6;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848734080 (2023-02-08T09:32:14.080Z);/demo;NULL;Robot1;Workstation;6;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848736092 (2023-02-08T09:32:16.092Z);/demo;NULL;Robot1;Workstation;3;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848736103 (2023-02-08T09:32:16.103Z);/demo;NULL;Robot1;Workstation;3;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848737114 (2023-02-08T09:32:17.114Z);/demo;NULL;Robot1;Workstation;3;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848741127 (2023-02-08T09:32:21.127Z);/demo;NULL;Robot1;Workstation;5;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848741158 (2023-02-08T09:32:21.158Z);/demo;NULL;Robot1;Workstation;5;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848741171 (2023-02-08T09:32:21.171Z);/demo;NULL;Robot1;Workstation;5;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848743183 (2023-02-08T09:32:23.183Z);/demo;NULL;Robot1;Workstation;2;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848743195 (2023-02-08T09:32:23.195Z);/demo;NULL;Robot1;Workstation;2;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848743209 (2023-02-08T09:32:23.209Z);/demo;NULL;Robot1;Workstation;2;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848750222 (2023-02-08T09:32:30.222Z);/demo;NULL;Robot1;Workstation;7;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848750251 (2023-02-08T09:32:30.251Z);/demo;NULL;Robot1;Workstation;7;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848752264 (2023-02-08T09:32:32.264Z);/demo;NULL;Robot1;Workstation;7;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848755277 (2023-02-08T09:32:35.277Z);/demo;NULL;Robot1;Workstation;5;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848755289 (2023-02-08T09:32:35.289Z);/demo;NULL;Robot1;Workstation;5;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848757302 (2023-02-08T09:32:37.302Z);/demo;NULL;Robot1;Workstation;5;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848758315 (2023-02-08T09:32:38.315Z);/demo;NULL;Robot1;Workstation;3;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848758337 (2023-02-08T09:32:38.337Z);/demo;NULL;Robot1;Workstation;3;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848758355 (2023-02-08T09:32:38.355Z);/demo;NULL;Robot1;Workstation;3;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848760369 (2023-02-08T09:32:40.369Z);/demo;NULL;Robot1;Workstation;2;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848760384 (2023-02-08T09:32:40.384Z);/demo;NULL;Robot1;Workstation;2;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848760402 (2023-02-08T09:32:40.402Z);/demo;NULL;Robot1;Workstation;2;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848766416 (2023-02-08T09:32:46.416Z);/demo;NULL;Robot1;Workstation;6;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848766445 (2023-02-08T09:32:46.445Z);/demo;NULL;Robot1;Workstation;6;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848767461 (2023-02-08T09:32:47.461Z);/demo;NULL;Robot1;Workstation;6;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848768474 (2023-02-08T09:32:48.474Z);/demo;NULL;Robot1;Workstation;2;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848768488 (2023-02-08T09:32:48.488Z);/demo;NULL;Robot1;Workstation;2;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848769504 (2023-02-08T09:32:49.504Z);/demo;NULL;Robot1;Workstation;2;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848772516 (2023-02-08T09:32:52.516Z);/demo;NULL;Robot1;Workstation;4;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848772541 (2023-02-08T09:32:52.541Z);/demo;NULL;Robot1;Workstation;4;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848773559 (2023-02-08T09:32:53.559Z);/demo;NULL;Robot1;Workstation;4;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848778575 (2023-02-08T09:32:58.575Z);/demo;NULL;Robot1;Workstation;6;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848778591 (2023-02-08T09:32:58.591Z);/demo;NULL;Robot1;Workstation;6;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848779603 (2023-02-08T09:32:59.603Z);/demo;NULL;Robot1;Workstation;6;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848782616 (2023-02-08T09:33:02.616Z);/demo;NULL;Robot1;Workstation;4;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848782648 (2023-02-08T09:33:02.648Z);/demo;NULL;Robot1;Workstation;4;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848782672 (2023-02-08T09:33:02.672Z);/demo;NULL;Robot1;Workstation;4;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848785695 (2023-02-08T09:33:05.695Z);/demo;NULL;Robot1;Workstation;3;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848785707 (2023-02-08T09:33:05.707Z);/demo;NULL;Robot1;Workstation;3;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848785721 (2023-02-08T09:33:05.721Z);/demo;NULL;Robot1;Workstation;3;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848791737 (2023-02-08T09:33:11.737Z);/demo;NULL;Robot1;Workstation;6;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848791764 (2023-02-08T09:33:11.764Z);/demo;NULL;Robot1;Workstation;6;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848791788 (2023-02-08T09:33:11.788Z);/demo;NULL;Robot1;Workstation;6;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848795807 (2023-02-08T09:33:15.807Z);/demo;NULL;Robot1;Workstation;4;Complete;Idle;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848795827 (2023-02-08T09:33:15.827Z);/demo;NULL;Robot1;Workstation;4;Complete;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848795846 (2023-02-08T09:33:15.846Z);/demo;NULL;Robot1;Workstation;4;Idle;Execute;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848801863 (2023-02-08T09:33:21.863Z);/demo;NULL;Robot1;Workstation;6;Idle;Complete;urn:ngsiv2:I40Asset:ON000002;320000;false;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848801886 (2023-02-08T09:33:21.886Z);/demo;NULL;Robot1;Workstation;6;Execute;Complete;urn:ngsiv2:I40Asset:ON000002;320000;true;100
urn:ngsiv2:I40Asset:Workstation00001;I40AssetWorkstation;1675848801900 (2023-02-08T09:33:21.900Z);/demo;NULL;Robot1;Workstation;6;Execute;Idle;urn:ngsiv2:I40Asset:ON000002;320000;true;100
